100,316,-16812,191,227,11,2580062115
-16,344,-16792,208,238,-15,2580372092
64,340,-16860,249,464,6,2580683108
156,312,-16820,220,237,530,3604776704
36,312,-16852,225,215,-17,2581304762
0,340,-16876,230,238,-21,2581618165
32,440,-16808,236,217,-1,3843752722
88,392,-16872,201,225,-33,2582241130
76,292,-16900,203,210,7,2582550441
24,376,-16748,233,208,-14,2582862738
124,272,-16824,207,210,-15,2583173327
116,364,-16776,199,222,11,2583485685
144,236,-16884,253,260,23,2583794496
88,320,-16880,227,235,1,2584103506
44,300,-16776,201,252,11,2584414812
24,340,-16744,261,227,56,2584724581
-216,272,-16864,213,238,8,2585036250
80,324,-16724,237,229,7,2585346171
104,332,-16788,246,196,-26,503382802
64,372,-16860,203,263,-35,2585967533
68,336,-16876,219,206,-24,2586276484
104,332,-16752,222,221,-18,2586587893
60,288,-16844,200,261,-16,2586898701
116,328,-16784,209,243,-4,2587211070
80,368,-16812,184,219,7,2587522634
152,376,-16784,215,259,33,2587835937
84,324,-16780,232,252,-41,2588145578
24,268,-16804,233,207,-23,2588766919
128,256,-16828,210,225,-14,2589076791
104,304,-16844,248,215,-27,2589388837
124,332,-16776,222,222,-6,2589698681
0,300,-16760,222,210,-8,2590010108
112,228,-16776,242,235,-28,2590319057
80,268,-16912,258,213,22,2590630475
108,372,-16896,209,259,-10,2590939507
-16,320,-16832,251,234,-236,2591250066
36,368,-16860,238,208,23,2013336195
64,352,-16864,221,235,-46,2591869908
120,316,-16768,190,219,33,2592181575
28,312,-16828,217,233,-12,2592491429
84,300,-16788,249,262,9,2332168813
116,324,-16812,215,235,11,2593116021
40,328,-16804,211,235,-36,2593427790
64,344,-16896,218,229,-4,2593738602
164,328,-16760,217,227,-19,2594051831
160,336,-16916,218,195,-15,2594361623
40,372,-16772,221,260,11,2594672068
44,336,-16860,208,197,-10,2594982047
96,-5459,-9476,3562,2799,3099,3937600134
116,348,-16936,240,223,-10,2595603336
104,276,-16780,225,467,530,3128840448
112,348,-16856,220,241,1,2596224185
32,376,-16768,213,237,-53,2596534862
-4,276,-16828,220,253,-14,2596847970
68,380,-16840,191,203,-256,2597159551
36,328,-16852,212,221,27,2597470422
60,308,-16804,260,239,-3,2597781885
84,264,-16876,233,261,-17,2598092487
96,300,-16844,247,228,11,2598405647
164,388,-16660,239,216,28,2598715491
4,356,-16776,203,257,9,2599028708
136,356,-16808,246,249,786,4005506304
96,348,-16848,225,251,10,2599651062
144,292,-16828,195,201,-10,2599961650
136,332,-16884,237,234,-53,2600274020
112,452,-16740,237,232,7,2600895350
132,328,-16844,215,193,24,2601207790
72,276,-16760,216,246,7,2601518269
112,356,-16804,245,216,-7,2601828814
4,388,-16736,227,203,4,2602138685
20,352,-16888,244,228,-4,2602450020
108,372,-16824,184,208,24,2602758965
20,316,-16844,240,229,14,2603069658
128,336,-16836,228,236,-14,2603380218
