-1000.0,-1000.0,-1000.0,380.2881,214200910.0
-1000.0,-1000.0,-1000.0,380.22977,215645070.0
-1000.0,195.0074,-1000.0,-1000.0,222276900.0
-1000.0,194.95555,-1000.0,-1000.0,222998940.0
-1000.0,-1000.0,-1000.0,380.24487,229003300.0
-1000.0,-1000.0,-1000.0,380.19736,230808530.0
-1000.0,195.08516,-1000.0,-1000.0,234191020.0
-1000.0,99.846275,-1000.0,-1000.0,245000910.0
-1000.0,99.867874,-1000.0,-1000.0,245362000.0
-1000.0,-1000.0,103.457886,-1000.0,259177890.0
-1000.0,98.647446,-1000.0,-1000.0,259443020.0
-1000.0,-1000.0,103.73869,-1000.0,259538990.0
-1000.0,98.79649,-1000.0,-1000.0,259804130.0
-1000.0,101.744965,-1000.0,-1000.0,262332000.0
66.255295,-1000.0,-1000.0,-1000.0,262594580.0
-1000.0,102.28497,-1000.0,-1000.0,262693180.0
-1000.0,-1000.0,105.801544,-1000.0,262788800.0
66.196976,-1000.0,-1000.0,-1000.0,262955650.0
-1000.0,102.78179,-1000.0,-1000.0,263054370.0
-1000.0,-1000.0,105.79722,-1000.0,263149890.0
-1000.0,-1000.0,-1000.0,96.66452,263238020.0
66.1905,-1000.0,-1000.0,-1000.0,263316740.0
-1000.0,103.166275,-1000.0,-1000.0,263415550.0
-1000.0,-1000.0,105.72378,-1000.0,263510940.0
-1000.0,-1000.0,-1000.0,96.99501,263599180.0
-1000.0,-1000.0,105.70866,-1000.0,263872030.0
-1000.0,-1000.0,-1000.0,97.20453,263960300.0
-1000.0,-1000.0,105.68706,-1000.0,264233070.0
-1000.0,-1000.0,105.561775,-1000.0,264594140.0
65.98961,-1000.0,-1000.0,-1000.0,264761020.0
-1000.0,103.65445,-1000.0,-1000.0,264860000.0
-1000.0,-1000.0,105.47537,-1000.0,264955220.0
-1000.0,-1000.0,105.34361,-1000.0,265316210.0
-1000.0,-1000.0,-1000.0,97.07061,265765620.0
-1000.0,-1000.0,105.106,-1000.0,266038270.0
-1000.0,-1000.0,105.01312,-1000.0,266399310.0
-1000.0,-1000.0,-1000.0,96.7898,266487710.0
-1000.0,-1000.0,104.90728,-1000.0,266760370.0
-1000.0,103.07987,-1000.0,-1000.0,267026240.0
-1000.0,-1000.0,104.87272,-1000.0,267121420.0
-1000.0,-1000.0,104.786316,-1000.0,267482450.0
-1000.0,103.034515,-1000.0,-1000.0,267748320.0
-1000.0,-1000.0,104.61567,-1000.0,267843460.0
-1000.0,103.036674,-1000.0,-1000.0,268109390.0
-1000.0,-1000.0,104.66968,-1000.0,268204540.0
-1000.0,103.0302,-1000.0,-1000.0,268470460.0
-1000.0,-1000.0,-1000.0,96.63428,268654000.0
-1000.0,103.01076,-1000.0,-1000.0,268831550.0
-1000.0,-1000.0,104.728,-1000.0,268926720.0
66.05873,-1000.0,-1000.0,-1000.0,269093630.0
-1000.0,103.00427,-1000.0,-1000.0,269192580.0
-1000.0,-1000.0,104.805756,-1000.0,269287740.0
-1000.0,102.91139,-1000.0,-1000.0,269553570.0
-1000.0,-1000.0,104.93752,-1000.0,269648830.0
66.37194,-1000.0,-1000.0,-1000.0,269815800.0
-1000.0,102.77315,-1000.0,-1000.0,269914600.0
-1000.0,-1000.0,105.0196,-1000.0,270009900.0
-1000.0,-1000.0,-1000.0,96.33835,270098140.0
-1000.0,-1000.0,104.989365,-1000.0,270370900.0
-1000.0,-1000.0,104.98072,-1000.0,270731970.0
-1000.0,-1000.0,104.83168,-1000.0,271092930.0
-1000.0,-1000.0,104.71072,-1000.0,271453980.0
66.01769,-1000.0,-1000.0,-1000.0,271620960.0
-1000.0,101.7104,-1000.0,-1000.0,271719580.0
-1000.0,-1000.0,104.41479,-1000.0,271814980.0
-1000.0,-1000.0,104.06918,-1000.0,272175970.0
-1000.0,101.37128,-1000.0,-1000.0,272441630.0
-1000.0,-1000.0,103.74517,-1000.0,272536960.0
-1000.0,-1000.0,-1000.0,94.739914,272625120.0
-1000.0,101.22439,-1000.0,-1000.0,272802620.0
-1000.0,-1000.0,-1000.0,94.57791,272986100.0
-1000.0,101.120705,-1000.0,-1000.0,273163620.0
-1000.0,-1000.0,103.15764,-1000.0,273258880.0
-1000.0,-1000.0,-1000.0,94.478546,273347140.0
-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
-1000.0,101.09263,-1000.0,-1000.0,273885700.0
-1000.0,-1000.0,102.71051,-1000.0,273980860.0
-1000.0,101.16823,-1000.0,-1000.0,274246750.0
-1000.0,-1000.0,102.56146,-1000.0,274341860.0
-1000.0,-1000.0,102.572266,-1000.0,274702880.0
-1000.0,101.42744,-1000.0,-1000.0,274968860.0
-1000.0,-1000.0,102.557144,-1000.0,275063900.0
-1000.0,-1000.0,102.51394,-1000.0,275424960.0
-1000.0,101.63264,-1000.0,-1000.0,275691000.0
-1000.0,-1000.0,102.45562,-1000.0,275786000.0
-1000.0,-1000.0,102.43618,-1000.0,276147000.0
-1000.0,-1000.0,102.46642,-1000.0,276508060.0
65.01327,-1000.0,-1000.0,-1000.0,276675420.0
-1000.0,101.71904,-1000.0,-1000.0,276774180.0
-1000.0,-1000.0,102.43186,-1000.0,276869120.0
-1000.0,101.70392,-1000.0,-1000.0,277135200.0
-1000.0,-1000.0,102.572266,-1000.0,277230200.0
-1000.0,101.6996,-1000.0,-1000.0,277496300.0
-1000.0,-1000.0,102.65867,-1000.0,277591300.0
-1000.0,101.82272,-1000.0,-1000.0,278218400.0
-1000.0,-1000.0,102.74723,-1000.0,278313380.0
-1000.0,-1000.0,102.81635,-1000.0,278674460.0
-1000.0,101.95881,-1000.0,-1000.0,278940540.0
-1000.0,-1000.0,103.00427,-1000.0,279035550.0
-1000.0,102.15969,-1000.0,-1000.0,279662620.0
-1000.0,-1000.0,103.3758,-1000.0,279757700.0
-1000.0,-1000.0,-1000.0,95.72706,279846180.0
-1000.0,102.24609,-1000.0,-1000.0,280023680.0
-1000.0,-1000.0,103.62853,-1000.0,280118750.0
-1000.0,-1000.0,103.74517,-1000.0,280479780.0
-1000.0,102.3433,-1000.0,-1000.0,280745660.0
-1000.0,-1000.0,103.85533,-1000.0,280840770.0
-1000.0,102.354095,-1000.0,-1000.0,281106620.0
-1000.0,-1000.0,104.00438,-1000.0,281201760.0
-1000.0,-1000.0,-1000.0,95.953865,281290100.0
65.624565,-1000.0,-1000.0,-1000.0,281368830.0
-1000.0,102.4189,-1000.0,-1000.0,281467600.0
-1000.0,-1000.0,104.2571,-1000.0,281562750.0
-1000.0,102.48586,-1000.0,-1000.0,281828580.0
-1000.0,-1000.0,104.39103,-1000.0,281923800.0
-1000.0,-1000.0,-1000.0,96.13531,282012130.0
65.56408,-1000.0,-1000.0,-1000.0,282090800.0
-1000.0,102.613304,-1000.0,-1000.0,282189630.0
-1000.0,-1000.0,104.64807,-1000.0,282284900.0
-1000.0,102.83147,-1000.0,-1000.0,282550720.0
