-596,108,-16768,238,234,11,558955972
-512,60,-16764,191,227,30,559154288
-560,152,-16880,217,191,-5,559352498
-532,200,-16808,255,221,786,17958912
-556,32,-16832,204,234,14,559750007
-556,28,-16892,206,220,24,559948240
-488,100,-16716,194,265,251,560146493
-428,164,-16824,187,254,37,560344821
-572,84,-16756,220,234,23,560543025
-476,200,-16740,223,267,41,560742297
-456,180,-16704,231,237,2,560940615
-540,140,-16816,243,247,45,561138964
-576,72,-16860,249,239,0,561337282
-496,128,-16828,258,239,36,561535639
-676,128,-16812,291,266,30,561734812
-552,80,-16868,240,220,15,561933152
-492,116,-16872,265,241,59,562131480
-276,104,-16848,486,243,2,562329819
-516,80,-16792,223,231,11,562528265
-504,76,-16696,239,265,-17,562727305
-464,140,-16768,202,216,5,562925652
-484,164,-16740,217,222,-5,563123889
-548,80,-16876,213,208,2,563322233
-572,88,-16860,239,205,47,563520550
-516,48,-16872,236,220,14,563719840
-640,148,-16896,228,277,37,563918175
-568,136,-16868,206,252,-16,564116507
-440,76,-16768,206,235,21,564314848
-420,124,-16792,227,251,40,564513192
-504,100,-16760,187,239,22,564712483
-456,96,-16760,183,222,7,564910815
-540,196,-16772,215,260,-3,565109179
-508,108,-16712,246,239,4,565307496
-516,44,-16872,262,214,30,565505859
-560,140,-16796,239,229,30,565705965
-540,84,-16876,238,232,-4,565904305
-736,188,-16768,191,255,530,3188355584
-548,56,-16848,244,262,2,3238072880
-468,160,-16760,201,255,13,566499309
-264,200,-16596,202,257,11,566698582
-636,176,-16700,206,220,14,566896939
-504,164,-16688,231,243,21,567095264
-276,192,-16800,223,234,-1,567293614
-572,80,-16900,254,231,-8,567491851
-548,96,-16840,236,212,11,567691144
-516,116,-16816,487,220,14,567889492
-568,188,-16800,207,243,35,568087837
-520,64,-16928,219,244,23,568286293
-460,148,-16676,216,235,11,568484401
-524,24,-16732,220,235,25,568683684
-604,144,-16672,220,284,-3,568881922
-516,84,-16736,201,217,36,569080124
-472,88,-16828,220,225,274,4001360384
-512,168,-16788,236,224,2,569476787
-560,152,-16888,265,214,46,4103144210
-508,172,-16856,217,209,-22,569874392
-508,84,-16888,183,196,20,570072636
-464,72,-16776,203,223,40,570270986
-500,88,-16796,208,265,5,570469103
-448,164,-16676,233,263,52,570668382
-484,216,-16776,225,251,0,570866633
-556,120,-16756,256,199,4,571064970
-532,104,-16864,232,196,236,571263326
-512,16,-16760,221,211,52,571461654
-520,32,-16936,203,236,530,316312320
-488,108,-16808,241,260,12,571859287
-528,116,-16728,222,272,20,572057623
-548,100,-16844,238,231,16,572255972
-528,72,-16724,201,237,26,572454309
-560,84,-16796,206,255,16,572653606
-508,36,-16708,469,243,34,572851840
-520,96,-16856,213,224,15,573050197
-536,52,-16728,230,217,11,721621758
-728,132,-16844,228,182,9,573446872
-560,116,-16956,220,235,-23,573646150
-612,144,-16780,254,263,-4,573844493
-516,204,-16900,193,216,35,574042823
-596,116,-16820,248,210,20,574241161
-408,120,-16784,189,216,-5,574439504
-436,44,-16744,181,246,8,574638769
-472,128,-16708,227,242,54,574837112
-428,124,-16624,239,214,61,575035419
-508,68,-16832,272,215,42,575233775
-552,28,-16736,270,499,58,575432108
-472,136,-16744,276,197,24,575630453
-516,104,-16912,243,171,0,575829728
-544,52,-16720,242,176,33,576028064
-580,156,-16392,267,113,47,576226393
-632,140,-17008,255,153,530,1535803904
-480,32,-16816,246,485,530,1586578944
-584,140,-16688,288,210,23,576822197
-632,100,-16780,236,195,16,577020553
-536,120,-16808,264,209,786,1739110144
-496,28,-16736,265,184,52,577417101
-512,112,-16724,240,169,-3,577615420
-508,96,-16908,278,233,9,577814568
-632,80,-16952,238,187,29,578012891
-560,56,-16848,230,222,20,578211233
-560,108,-16776,219,238,23,578409578
-568,108,-16788,195,177,42,578607914
-616,48,-16776,231,229,14,578807191
-568,132,-16748,223,217,-3,579005423
-572,148,-16784,202,231,-3,579203771
-492,48,-16740,161,197,32,579402108
-540,52,-16704,210,222,27,579600472
-568,136,-16800,227,206,7,579799649
-432,36,-16832,179,155,20,2449543723
-752,116,-16724,181,209,31,580196330
-568,80,-16880,186,163,35,580394660
-536,28,-16868,194,225,10,580593008
-616,28,-16648,208,267,39,580792188
-504,104,-16756,208,187,45,580990539
-616,148,-16800,165,213,40,581188858
-504,120,-16652,255,257,15,581387212
-544,128,-16804,201,236,24,581585545
-588,64,-16724,238,240,250,581784832
-544,96,-16928,262,222,1,581983178
-596,120,-16852,212,242,-5,582181512
-640,128,-16792,225,260,-24,582379958
-572,184,-16692,245,268,-5,582578067
-516,56,-16808,236,248,9,582777357
-548,64,-16740,253,250,28,582975684
-480,16,-16824,223,251,12,583174045
-648,144,-16836,250,232,2,583372364
-508,124,-16864,254,209,16,583570718
-516,84,-16856,244,226,32,583769976
-756,64,-16892,241,225,-5,583968311
-488,160,-16928,204,201,253,584166641
-564,48,-16836,182,205,66,584364898
-600,204,-16816,194,232,13,584563233
-560,-4,-16832,200,197,530,3670314752
-580,72,-16696,208,250,23,584960853
-628,68,-16732,176,241,-17,585159180
-540,104,-16768,192,225,35,585357542
-608,68,-16764,241,246,25,585555865
-592,124,-16860,194,231,-34,585755161
-524,88,-16772,220,254,30,585953492
-516,80,-16848,289,208,13,586151835
-504,56,-16864,249,214,39,586350163
-572,148,-16792,243,228,20,586548510
-584,184,-16776,202,247,35,586747813
-620,24,-16700,202,246,-51,586946131
