16108,-1192,-228,-349,-88,-186,1124079865
16192,-852,-188,-562,138,-718,1124299394
16232,28,96,-615,-19,-363,1124729283
16044,8,244,-712,-403,-436,1125168388
16376,732,84,-782,-308,-444,1125386998
16048,172,920,-716,-530,677,1125826113
15748,-140,24,-1760,-1871,-216,1126265383
16500,-176,-1000,-2219,-1148,-595,1126493274
16264,-588,-596,-763,-422,-1077,1126704563
16568,-232,-260,-1539,-105,-1696,1126923258
16748,0,-312,-2941,-289,-1920,1127141881
16264,1840,-328,-1863,-534,-1591,1127353235
16316,1784,-724,-1626,-431,-408,1127581118
16436,2156,-1236,-1505,-659,627,952042002
16572,1704,-1748,-1509,-231,2043,1128011103
17044,1120,-1736,-471,484,3481,1128229721
17308,-788,-780,-26,650,3713,1128441074
17264,-1540,-1084,-84,234,2749,1128668959
17612,-1680,-1660,108,404,1698,1128880247
17528,-1788,-1084,738,1271,1110,1129098936
17048,-960,-556,453,1183,917,1129318482
17668,-840,-40,116,1189,1548,1129528920
17568,-1072,536,433,816,1847,1129756808
16800,-828,200,-389,236,1698,1129968097
16540,-456,76,-147,268,1641,1130186794
16072,860,-20,-411,698,2103,1130407274
14772,1952,-208,-813,684,3470,1130626050
14628,-680,32,-1047,135,4831,1736025345
14612,-1004,-1772,-1583,-121,3952,1131074458
14488,-844,-2740,-68,293,2342,1131302373
14336,620,-2924,656,1872,1514,1131514469
14308,1424,-948,1586,2244,3822,1131962849
13384,812,-1652,2093,1496,3049,1132391823
13060,-320,-296,4628,-26879,17420,2295751438
13092,-732,-1072,4796,-14847,1805,2349359119
15224,-3612,1232,5772,6084,5939,1133661515
14844,-4968,2428,4857,-13309,-2539,2505964821
16044,-5864,2916,2382,5527,4763,2561961729
16536,-6596,3500,2802,4801,-22782,2616225549
16756,-7132,3880,2858,4053,3829,1134503423
16980,-6964,4164,530,-28146,-28402,2728388367
17432,-8516,4676,8963,32012,-26866,2782454286
17628,-9056,5636,2785,3017,2223,1135161909
17232,-8596,5600,2438,2077,225,1135382410
16976,-6724,4852,258,2565,28419,3009862144
16448,-6460,4764,-30719,27906,4609,3167944962
16252,-6204,4092,146,143,-240,1136279074
15820,-5636,3532,407,272,-626,1136497767
15656,-4776,3212,70,697,-328,3238138380
15620,-5156,3748,73,502,539,1137173960
15676,-5404,3312,-339,297,240,1137394462
16032,-5380,2984,-114,501,-33,1137622315
16340,-5496,3168,127,678,95,1137842786
16660,-5992,3432,-284,577,201,1138070624
17212,-6576,3520,-190,287,-131,1138291122
17560,-6680,3068,-43,-24,-907,1138518969
18300,-7180,3476,660,295,-1076,1138949614
18440,-8504,4328,1907,-233,-1801,1139170120
19264,-8860,4656,27905,-29431,766,3920711157
19664,-10168,5848,3121,-737,-4458,1139617527
17132,-7892,5252,-1088,-4204,-8408,1140064904
17652,-5752,3888,-1945,-4724,-7814,1140285326
17212,-5252,3976,-2942,-4574,-6097,1140504815
15640,-6004,2640,-4718,-5815,-5486,1140935508
15924,-5372,1660,-4389,-5325,-6377,1141144914
16072,-5160,2256,-4227,-4036,-51,1141356091
13796,-3836,2916,-3416,-4884,-10560,1141558663
13520,-2808,1900,-4455,-5040,-11978,1141759718
12868,-2084,1544,-1691,-5396,-13332,17972266
12376,-160,228,774,-5471,-13962,1142180421
11216,1560,96,807,-4637,-13955,1142399022
11136,2508,868,-1093,-4243,-12649,1142611187
9816,4768,15361,20480,28915,-29718,34760411
9216,4836,-9213,16888,3311,23529,563081454
11008,2508,-1288,-3237,-3545,-1472,1143269854
10368,-796,480,-967,-2892,-3181,1143497739
9700,-764,-288,-2711,-4273,-6769,1143718300
9144,1744,-2180,-5486,-3762,-8713,1143946282
10160,2024,-1468,-5803,-1386,-10405,1144166762
8748,4832,-27647,12538,-13086,18168,1017371088
10604,6020,-2716,-8947,323,-12098,1145035932
10412,4628,20483,5630,29410,4615,3992702977
10488,5320,368,-7848,1489,-13770,1145447382
10796,7416,-24,-9129,530,16899,1228222661
11228,8988,-848,-8497,1137,-15336,1145859702
11280,10904,-904,-6652,2118,-14587,1146070042
11792,11828,-156,-6034,3259,-13632,1146279632
12172,11904,1732,-6177,3419,-13253,1443041860
12056,12780,2512,-5346,1905,-13972,1146691852
10964,14060,1904,-4510,598,-14770,1146902258
10936,15344,1072,-5888,525,-14895,1147103316
12184,17656,460,-4094,1994,-14508,1147314664
11420,19328,2780,-1638,2453,-11354,1147726074
11452,19456,2152,-2080,1468,-8607,1147946691
12096,18976,1616,-963,1445,-5495,1148146808
12056,17732,1824,67,1777,-3486,1148357322
11800,15976,2208,-41,1213,-2692,1148559081
11772,15632,1312,212,642,-2727,1148769509
11640,15576,1660,-657,2408,-919,1149180789
11504,15024,2860,-469,1612,-236,1149401408
11360,14204,2184,-754,733,371,1149602411
11344,13760,1460,-141,954,361,1149812009
10912,13528,2008,-58,1772,422,1150014727
10704,13644,2772,-103,1415,684,1150224111
10808,13476,2812,-128,690,1082,1150443657
10836,12696,2076,9,522,1467,1150645550
10444,12424,2232,-62,781,1567,1150855912
10404,12312,2324,-391,613,1244,1151074551
10368,11712,2280,38,414,866,1151285819
10184,11816,2604,-98,330,580,1151696292
10136,11716,2152,-223,56,461,1151908332
10108,11672,2016,-163,327,136,1152108460
10116,12376,2192,97,621,-183,1152318877
10196,12552,2492,-46,527,-100,1152529066
10332,12640,2548,4,280,92,1152740326
9372,15084,2716,-655,113,-1235,1153160089
10196,16268,1956,-394,466,-176,1153380727
10416,15668,2796,494,670,1935,1153581681
9904,15228,2580,2172,-228,3115,1153791272
10104,14008,1388,1493,-341,4192,1154003279
10556,14908,2120,1475,970,3716,1154442634
10740,16020,2456,1525,613,4824,3530984193
10780,16812,2376,986,805,6541,1154862360
11328,17288,1988,1456,627,8951,1155064584
12556,14652,1592,2576,1332,11329,1155274783
12476,12364,2840,3929,1134,11119,1155502764
12308,12264,2652,3339,353,9678,1155714053
12420,13376,2164,1717,-160,9453,1155932814
12412,14100,1676,3150,-501,10616,1156143058
12728,11936,1196,3498,303,12151,1156354427
