15340,-356,4280,878,170,-88,2458183006
15076,-484,4200,-381,281,-143,2458488919
15012,-456,4648,30721,-4868,15358,2386292992
15264,-292,3840,-4178,-1027,1544,2459100012
15328,-596,3040,-7364,-1395,3166,2459405979
15376,-2292,3920,-7979,-813,5466,2459711001
15788,-664,2668,-4545,-2149,5132,2460016032
15696,-3612,3780,-5731,870,8017,2460322096
15780,-5864,4764,-6910,5392,23551,2855344660
16692,-3512,3576,3822,-503,1023,2460932280
17584,-2292,4756,-3581,14834,28159,3012010487
17712,-700,4728,-24573,-787,8443,3090335730
17500,-904,5480,-6613,-190,-2809,2461852070
16180,240,5396,-3243,-3121,-3418,2462158042
16036,1020,3136,-1059,-4832,-2208,2462463180
16420,-312,2788,3287,-1912,-489,2462769233
15556,-132,2868,10585,-986,260,2463075207
15396,900,1224,8047,-1393,848,2463380225
19060,3376,-1380,6304,-6119,-4673,2463991446
16380,1976,2172,-2080,2357,1575,2464297281
15300,-1184,4640,29698,-21476,1275,3872990989
14676,-3416,3856,13816,-2906,4860,3954424834
17344,3036,-3808,-1471,-1,-1,2465566414
16636,-4204,3148,-5314,1700,3093,2465901975
15896,-3764,3128,20083,303,1492,2466220808
16176,-2568,5128,28440,-1154,-542,2466526844
16440,-240,2472,4085,-6613,-4,2466835612
16188,-3044,-968,-8052,-6367,-7875,34766049
16352,-688,116,-2295,-732,-6916,2467797072
16064,84,4272,18820,-4395,-8252,2468115891
15384,3284,-464,4772,20737,11494,561497328
16292,936,-452,-2232,274,-1057,4255121394
17132,4180,-3508,-6885,-6241,530,723558655
16700,-1656,-512,7517,-7083,831,2469391475
16240,804,-4592,6208,-7518,1337,2469705905
16364,-340,-4972,-3083,-4659,577,2470012759
15644,700,-3696,-1285,-1351,2361,2470331432
15168,-2012,-2184,5253,-1410,4730,1128439811
16332,-3440,-3268,6389,-1509,2173,2470995285
16036,-2404,-3616,6750,-248,-2479,2471312227
15604,-2304,-3604,5570,1053,-4678,2471631120
15944,-872,-3296,3159,3052,-5166,2471948178
15804,2180,-2808,6023,2950,-2166,2472584069
14060,464,284,4276,7052,4689,1791484418
18704,1384,-568,-69,1509,5662,2473574999
17404,-6204,-5108,-5256,-4702,-5489,2474257494
15072,604,-3500,-7541,-2035,-16032,2474585497
17040,6408,-2436,-5400,-1564,-10329,2474911754
17100,4300,-1608,-5476,-2050,2790,2475222974
16560,30480,18295,30327,-3939,4710,2375662595
17564,-512,-4172,-11129,-3752,1980,2475849596
18368,456,-4304,-6410,-747,481,2476185180
14828,2740,-4036,-900,-3082,1844,2476867535
14488,2572,-4420,-841,-1578,3430,2477213296
14388,1872,-3104,-769,-365,4086,2477559068
13988,524,-3076,-2405,-874,4755,2982974722
13928,-572,-4220,1437,2043,2713,2478931102
14200,-308,-4820,213,2973,2946,2479276867
15404,-1856,-3216,-1102,4708,-18686,3422726159
16996,-3716,-2340,-1419,4306,3880,2479966556
20052,-6900,-328,2591,4609,-31998,3685925388
19816,-5476,544,530,-20476,21769,3774443779
19524,-3096,-188,-1844,-830,2673,2481338551
19248,-7156,-644,-600,-2587,6157,2481684316
16456,-4876,-2520,-5711,-2320,-247,2482366664
17232,-5152,-624,-1201,-259,1588,2482712419
